Data Bencana,,,,,,,,,,,,,,,
No.,Kode Identitas Bencana,ID Kabupaten,Tanggal Kejadian,Kejadian,Lokasi,Kabupaten,Provinsi,Kronologi & Dokumentasi,Penyebab,Meninggal,Hilang,Terluka,Rumah Rusak,Rumah Terendam,Fasum Rusak
7154,3201 101 2020 01 01 1,3201,01/01/2020,BANJIR,Kab. Bogor Kec. Jasinga Kel. Kalong Sawah Kec. Babakan Madang Kec. Citeurep Kec. Sukaraja Kec. Cibinong Kec. Gunung Putri Kel. Bojong Kulur Kec. Cileungsi Kec. Cigudeg Kel. Bunar Kel. Suka Maju Kec. Sukajaya Kel. Harkat Jaya Kec. Cisarua Kec. Cijeruk Kec. Bojong Gede Kel. Rawa Panjang Kec. Mega Mendung Kec. Parung Panjang Kel. Dago Kec. Rumpin Kel. Leuwi Batu Kab. Bandung Barat Kec. Ngamprah Kel. Cimareme,BOGOR,JAWA BARAT,Dokumentasi,"• Dikarenakan hujan deras dengan intensitas tinggi sehingga mengakibatkan amblasnya jalan, Longsor, Banjir.",11,0,0,2361,0,115
7155,3329 101 2020 01 01 1,3329,01/01/2020,BANJIR,"KEC. BULAKAMBA, WANASARI",BREBES,JAWA TENGAH,Dokumentasi,,0,0,0,0,2,0
7156,1604 101 2020 01 01 1,1604,01/01/2020,BANJIR,"KEC. LAHAT, KEC. GUMAY TALANG",LAHAT,SUMATERA SELATAN,Dokumentasi,,0,0,0,7,177,0
7157,5208 101 2020 01 01 1,5208,01/01/2020,BANJIR,Kec. Kayangan Ds. Selengan,LOMBOK UTARA,NUSA TENGGARA BARAT,Dokumentasi,• Akibat hujan dengan intensitas tinggi sehingga rusaknya Pipa PDAM yang mengakibatkan terdampaknya banyak warga yang terdampak,0,0,0,0,0,1
7158,3275 101 2020 01 01 1,3275,01/01/2020,BANJIR,Kec. Jatiasih Kel. Jatirasa Kel. Jatikramat Kel. Jatimekar Kec. Bekasi Barat Kel. Kota Baru Kel. Jaka Permai Kel. Jakasampurna Kel. Bekasi Jaya Kel. Kranji Kel. Bintara Kel. Jakasampurna Kec. Rawalumbu Kel. Bojong Rawalumbu Kel. Bojong Kel. Pengasingan Kel. Bojong Menteng Kec. Bekasi Timur Kel. Bekasi Jaya Kel. Margahayu Kel. Duren Jaya Kel. Mustika Jaya Kel. Aren Jaya Kec. Bekasi Utara Kel. Teluk Pucung Kel. Harapan Jaya Kel. Marga Mulya Kec. Medan Satria Kel. Harapan Mulya Kel. Pejuang Kec. Bekasi Selatan Kel. Jaga Mulya Kel. Jakasetia Kel. Kayuringin Jaya Kec. Pondok Gede Kel. Jati Makmur Kel. Jati Cempaka Kec. Mustika Jaya Kel. Mustikajaya Kel. Mustikasari Kec. Bantargebang Kec. Bekasi Timur Kel. Duren Jaya Kamp. Cerewet Kec. Taruma Jaya Kel. Pusaka Rakyat,KOTA BEKASI,JAWA BARAT,Dokumentasi,• luapan & jebolnya salahsatu tanggul di sungai Cikeas.,9,0,0,0,104114,0
7159,3171 101 2020 01 01 1,3174,01/01/2020,BANJIR,Kec. Pancoran Kel. Kalibata Kel. Rawajati Kel. Duren Tiga Kel. Bangka Kel. Pancoran Kec. Pesanggrahan Kel. Bintaro Kec. Cilandak Kel. Pondok Labu Kel. Lebak Bulus Kel. Gandaria Selatan Kec. Kebayoran Baru Kel. Petogogan Kel. Pulo Kel. Cipete Utara Kel. Rawa Barat Kec. Setiabudi Kel. Pasar Manggis Kel. Guntur Kel. Karet Kuning Kel Kuning Timur Kel. Kuningan Kel. Karet Setiabudi Kel. Setiabudi Kec. Mampang Prapatan Kel. Pela Mampang Kel. Kuningan Barat Kel. Mampang Kel. Kuningan Kec. Tebet Kel. Tebet Timur Kel. Kebon Baru Kel. Manggarai Kel. Bukit Duri Kel. Manggarai Utara Kel. Menteng Kec. Pasar Minggu Kel. Pejaten Timur Kel. Cilandak Timur,KOTA JAKARTA SELATAN,DKI JAKARTA,Dokumentasi,,1,0,0,0,0,0
7160,3674 101 2020 01 01 1,3674,01/01/2020,BANJIR,Kec Ciputat Kel Ciputat Kec Jombang Kel Rawalele Kec Pondok Aren Kel Pondok Kacang Kel Pondok Aren Kel Pondok Betung Kel Tajur,KOTA TANGERANG SELATAN,BANTEN,Dokumentasi,,4,0,0,0,0,0
7161,3271 101 2020 01 01 1,3271,01/01/2020,BANJIR,,KOTA BOGOR,JAWA BARAT,Dokumentasi,,1,0,0,0,0,0
7162,3173 101 2020 01 01 1,3171,01/01/2020,BANJIR,Kec. Cempaka Putih Kec. Kemayoran Kel. Serdang,KOTA JAKARTA PUSAT,DKI JAKARTA,Dokumentasi,,2,0,0,0,0,0
7163,3602 101 2020 01 01 1,3602,01/01/2020,BANJIR,Kec. Sajira Ds Calung Bungur (4 kp) Ds Bungur Mekar (2 kp) Ds Sajira Ds Sajira Mekar Ds Sukarame Ds Pajangan Ds sukajaya Ds Sindangsari Ds Mekarsari Kec. Cipanas Ds Cipanas Ds Bintangresmi Ds Haurgajrug Ds Sukasari Ds Sipayung Ds Luhurjaya Ds Talagahiang Kec. Lebakgedong Ds. Lebaksitu Kec. Curugbitung Ds Candi (2 kp) Ds Mayak (2 kp) Ds Cilayang Kec. Maja Ds Tanjungsari (3 kp) Ds Cilangkap (3 kp) Ds Sangiang (1kp) Kec. Cimarga Ds Tambak (5 kp),LEBAK,BANTEN,Dokumentasi,• Akibat meluapnya sungai Ciberang dan sungai Cidurian,9,2,67,2389,1110,45
7164,3376 101 2020 01 01 1,3376,01/01/2020,BANJIR,"KEC. Tegal Barat. Tegal Timur. Tegal Selatan. Margadana DS. Kraton. Tegalsari. Pekauman. Panggung. Kejambon. Randugunting. Pesurungan, KALIGANGSA",KOTA TEGAL,JAWA TENGAH,Dokumentasi,,0,0,0,0,2,0
7165,3174 101 2020 01 01 1,3173,01/01/2020,BANJIR,Kec. Kembangan Kel. Meruya Utara Kel. Kembangan Selatan Kec. Kalideres Kel. Kalideres Kel. Semanan Kec. Cengkareng Kel. Rawa Buaya Kel. Cengkareng Timur,KOTA JAKARTA BARAT,DKI JAKARTA,Dokumentasi,,4,0,0,0,0,0
7166,3276 101 2020 01 01 1,3276,01/01/2020,BANJIR,,KOTA DEPOK,JAWA BARAT,Dokumentasi,,3,0,0,0,0,0
7167,3603 101 2020 01 01 1,3603,01/01/2020,BANJIR,KEC. TELUK NAGA DS.TANJUNG BURUNG DS.TELUK NAGA DS.MELAYU BARAT DS.KEBON CAU DS.MELAYU TIMUR DS.MUARA DS.LEMO DS.TEGALANGUS DS.PANGKALAN Kec. KELAPA DUA DS.BENCONGAN KEC.KRESEK DS.KOPER KEC.SEPATAN TIMUR DS.KEDAUNG BARAT DS.KAMPUNG KELOR DS.LEBAK WANGI DS.GEMPOLSARI KEC.SOLEAR DS.SOLEAR DS.CIKASUNGKA KEC.PAKUHAJI DS.KOHOD DS.KALIBARU DS.LAKSANA KEC.CURUG DS.CURUG SANGERENG DS.BINONG PKEC.AGEDANGAN DS.KARANG TENGAH KEC.CISOKA DS.CARENANG KEC.PASAR KEMIS DS.GELAM JAYA KEC.JAYANTI DS.JAYANTI DS.PASIR GINTUNG DS.CIKANDE KEC.TIGARAKSA DS.MARGASARI KEC.JAMBE DS.ANCOL PASIR KEC.LEGOK DS.CIRARAB DS.BOJONG KAMAL,TANGERANG,BANTEN,Dokumentasi,Curah Hujan dengan intensitas tinggi dan meluapnya DAS,0,0,0,0,0,0
7168,3172 101 2020 01 01 1,3175,01/01/2020,BANJIR,Kec. Makasar Kel. Cipinang Melayu Kel. Pinang Ranti Kel. Kampung Makassar Kel. Cipinang Melayu Kel. Halim Perdana Kusumah Kec. Kramat Jati Kel. Dukuh Kel. Kampung Tengah Kec. Ciracas Kel. Susukan Kec. Pulogadung Kel. Pulogadung Kec. Duren Sawit Kel. Pondok Kelapa Kec. Pasar Rebo Kel. Gedong Kec. Jatinegara Kel. Kampung Melayu,KOTA JAKARTA TIMUR,DKI JAKARTA,Dokumentasi,,8,0,0,0,1000,0
7169,3671 101 2020 01 01 1,3671,01/01/2020,BANJIR,Kec. Pamulang Kec. Ciputan Kec. Pondok Aren Kec. Serpong Utara Kec. Ciputat Timur Kec Ciledug Kel Tajur Kec Cipondoh Kec Larangan Kel Larangan Utara Kec Karang Tengah,KOTA TANGERANG,BANTEN,Dokumentasi,• Akibat meluapnya sungai Ciberang dan sungai Cidurian,6,0,0,5045,898,0
7170,1307 101 2020 01 01 1,1306,01/01/2020,BANJIR,KEC. TANJUNG MUTIARA DS. TIKU UTARA,AGAM,SUMATERA BARAT,Dokumentasi,,0,0,0,2,0,0
7171,3215 101 2020 01 01 1,3215,01/01/2020,BANJIR,Kec. Telukjambe Barat Kec. Banyusari Kec. Cilamaya Wetan Kec. Jatisari Kec. Purwasari Kec. Cikampek Kec. Kutawaluya Kec. Telukjambe Timur Kec. Pedes kec. Lemahabang,KARAWANG,JAWA BARAT,Dokumentasi,• Akibat hujan dengan intensitas tinggi,0,0,0,1,0,0
7172,,3217,31/12/2019,BANJIR,Kec. Ngamprah Ds. Cimareme Komplek Perumahan Cimareme Indah,BANDUNG BARAT,JAWA BARAT,Dokumentasi,• Akibat hujan dengan intensitas tinggi dan jebolnya tanggul sungai,,,,0,15,0
7173,,3516,31/12/2019,BANJIR,Kec. Dawarblambang Ds. Pulorejo Ds. Klanting Ds. Banyulengi Dsn. Balong,MOJOKERTO,JAWA TIMUR,Dokumentasi,• Akibat curah hujan yang tinggi pada wilayah Barat Kab. Mojokerto mengakibatkan peningkatan debit air sungai lamong yang melintasi Kec. Dawarblandong. Kab. Mojokerto pada Pkl. 22:15 WIB,,,,0,24,0
7174,,1705,31/12/2019,BANJIR,Kec. Seluma Barat Ds. Tanjung Agung Ds. Pagar Agung Ds. Lunjuk Ds. Talang Tinggi Ds. Lubuk Lagan Kec. Seluma Ds. Talang Dantuk Kec. Lubuk Sandi Ds. Tumbuan,SELUMA,BENGKULU,Dokumentasi,• Akibat hujan dengan intensitas tinggi,,,,2,169,5
7175,,6305,31/12/2019,BANJIR,Kec. Binuang Kel. Raya Belanti,TAPIN,KALIMANTAN SELATAN,Dokumentasi,• Akibat hujan dengan intensitas tinggi,,,,0,30,1
7176,,1804,31/12/2019,BANJIR,Kec. Kebun Tebu Ds. Muara Baru Ds. Purawiwitan Ds. Ciptamulya,LAMPUNG BARAT,LAMPUNG,Dokumentasi,• Akibat hujan dengan intensitas tinggi,,,,31,3,0
7177,,3522,30/12/2019,BANJIR,Kec. Dander Ds. Kunci Kec. Mulak Ulu Ds. Lesung Batu Ds. Pengentaan,BOJONEGORO,JAWA TIMUR,Dokumentasi,• Akibat hujan yang turun cukup deras di wilayah Kecamatan Dander Banjir Luapan dari hutan perhutani KRPH Sampang,,,,0,19,0
7178,,1604,30/12/2019,BANJIR,Kec. Mulak Sebingkai Ds. Keban Agung Kec. Mulak Ulu Ds. Lesung Batu Ds. Pengentaan,LAHAT,SUMATERA SELATAN,Dokumentasi,• Akibat hujan dengan intensitas tinggi,,,,80,,4
7179,,3672,29/12/2019,BANJIR,Kec. Pulomerak Kel. Tamansari Kec. Jombang Kel. Jombang Wetan Kel. Sukmajaya Kec. Purwakarta Kel. Purwakarta Kel. Tegal Bunder Kel. Pabean,KOTA CILEGON,BANTEN,Dokumentasi,"• Akibat hujan deras, sungai medaksa meluap, kondisi perumahan di tempat rendah dan drainase yang buruk",,,,0,1390,0
7180,,1209,29/12/2019,BANJIR,"Kec. Buntu Pane Desa Karya Ambalutu, Desa Ambalutu Desa Prapat Janji. Kec. Setia Janji Desa Bangun Sari. Kec. Tinggi Raja Desa Terusan Tengah.",ASAHAN,SUMATERA UTARA,Dokumentasi,"• Akibat hujan dengan intensitas tinggi meluapnya debit air Sungai Ambalutu, Sungai Silau, Sungai Silau Tua, Sungai Hianga di Kab. Asahan",,,,0,210,0
7181,,1223,29/12/2019,BANJIR,"Kec. Na IX-X Ds. Pematang Dsn. Siria ria A, B Ds. Hatapang",LABUHAN BATU UTARA,SUMATERA UTARA,Dokumentasi,• Akibat hujan dengan intensitas tinggi,3,2,,55,114,7
7182,,1405,28/12/2019,BANJIR,Kec. Pangkalan Kerinci Ds. Rantau Baru Kec. Langgam,PELALAWAN,RIAU,Dokumentasi,• Akibat hujan dengan intensitas tinggi,,,,0,20,0
7183,,1402,28/12/2019,BANJIR,Kec. Lirik Ds. Pasir Ringgit Kec. Sungai Lala Ds. Morong Ds. Kuala Lala Kec. Rakit Kulim Ds. Kampung Bunga Ds. Petonggan Kec. Kelayang Ds. Palu Sengkilo,INDRAGIRI HULU,RIAU,Dokumentasi,• Akibat hujan dengan intensitas tinggi,,,,0,82,0
7184,,1406,28/12/2019,BANJIR,Kec. Bonai Darussalam Ds. Kasang Padang Ds. Bonai Darussalam,ROKAN HULU,RIAU,Dokumentasi,• Akibat hujan dengan intensitas tinggi,,,,0,355,0
7185,,1407,28/12/2019,BANJIR,Kec. Rantau Kopar Ds. Sekapas Kel. Ranto Kec. Pujud Ds. Air Hitam Ds. Ulak Kumahang Kec. Tanah Putih Ds. Pulat Ds. Labuan Papan Ds. Teluk Berembun Kec. Tanjung Medan Ds. Tanjung Medan Ds. Bagan Nanas Kec. Bangko Kel. Bangko Kanan Kec. Bangko Pusako Ds. Pematang Ibul Kec. Rimba Melintang Ds. Karya Mukti,ROKAN HILIR,RIAU,Dokumentasi,• Akibat hujan dengan intensitas tinggi,,,,0,289,0
7186,,3215,28/12/2019,BANJIR,Kec. Telukjambe Barat. Ds. Karangligar Dsn. Pangasinan,KARAWANG,JAWA BARAT,Dokumentasi,• Akibat Dampak luapan aliran Cisalak,,,,0,30,0
7187,,3329,27/12/2019,BANJIR,Kec. Tanjung Ds. Karakahan,BREBES,JAWA TENGAH,Dokumentasi,• Akibat hujan dengan intensitas tinggi,,,,0,,0
7188,,5204,27/12/2019,BANJIR,Kec. Lape Ds. Lab. Kuris,SUMBAWA,NUSA TENGGARA BARAT,Dokumentasi,• Akibat hujan dengan intensitas tinggi dan penyebabnya adalah gundulnya hutan pegunungan yg di jadikan sebagai tempat lahan jagung dll.,,,,0,25,0
7189,,9202,27/12/2019,BANJIR,Distrik Sidey Dsn. Irmus Kp. Aurmios Dsn. Isima Kp. Manggupi,MANOKWARI,PAPUA BARAT,Dokumentasi,• Akibat hujan dengan intensitas tinggi,,,,0,28,0
7190,,1501,27/12/2019,BANJIR,Kec. Air Hangat Ds. Koto Dua Lama,KERINCI,JAMBI,Dokumentasi,• Akibat hujan dengan intensitas tinggi,,,,0,16,0
7191,,3314,27/12/2019,BANJIR,Kec.Sidoharjo Des.Wirun,SRAGEN,JAWA TENGAH,Dokumentasi,• Hujan Deras,,,,0,160,0
7192,,5272,25/12/2019,BANJIR,Kec. Rasanae Barat Kel. Dara Kel. Pane Kec. Mpunda Kel. Sambinae,KOTA BIMA,NUSA TENGGARA BARAT,Dokumentasi,• Akibat hujan dengan intensitas tinggi,,,,0,,0
7193,,1301,24/12/2019,BANJIR,Kec. IV Jurai Nagari Ampuan Lumpo Jorong Rimbo Laweh Nagari Bukit Kacia Jorong Koto Ranggo Jorong Ambacang Badak Nagari Lampu Induk Nagari Sungai Sariak Nagari Limau Gadang Nagari Batu Kunik Nagari Taratak Tanggah Kec. Bayang Nagari Gurun Panjang,PESISIR SELATAN,SUMATERA BARAT,Dokumentasi,• Akibat hujan dengan intensitas tinggi dan meluapnya sungai batang lumpo,,,,0,546,0
7194,,1312,23/12/2019,BANJIR,Kec. Kec. Gunung Tuleh Kec. Lembah Melintang Kec. Ranah Batahan Kec. Sungai Aur Kec. Luhak Nan Duo,PASAMAN BARAT,SUMATERA BARAT,Dokumentasi,• Akibat hujan dengan intensitas tinggi dan meluapnya Sungai Batang Bayang,1,,,2,40,2
7195,,3579,23/12/2019,BANJIR,Kec. Batu Ds. Sidomulyo,KOTA BATU,JAWA TIMUR,Dokumentasi,"• Akibat hujan intensitas tinggi yang mengguyur Kota Batu pada pukul 14.30 – 16.00 WIB menyebabkan saluran drainase mengalami pendangkalan, sempit, rendahnya talud serta tersumbat sampah",,,,1,,1
7196,,9207,23/12/2019,BANJIR,Kec. Wasior Kel. Wasior,TELUK WONDAMA,PAPUA BARAT,Dokumentasi,• Akibat hujan dengan intesitas tinggi serta meluapnya sungai Anggris,,,,0,56,21
7197,,7205,23/12/2019,BANJIR,Kec. Paleleh Barat Ds. Harmoni Kec. Paleleh Ds. Lintidu,BUOL,SULAWESI TENGAH,Dokumentasi,• Akibat hujan dengan intesitas tinggi,,,,0,169,1
7198,,3201,22/12/2019,BANJIR,Kec. Cigombong Ds. Ciburuy,BOGOR,JAWA BARAT,Dokumentasi,• Akibat hujan dengan intensitas tinggi,,,,3,,0
7199,,3672,21/12/2019,BANJIR,Kec. Pulomerak Kel. Mekarsari Kel. Lebakgede,KOTA CILEGON,BANTEN,Dokumentasi,• Akibat Cuaca Ekstrim dan Drainase yang buruk,,,,1,765,0
7200,,3320,21/12/2019,BANJIR,Kec. Jepara Ds. Panggang,JEPARA,JAWA TENGAH,Dokumentasi,• Akibat hujan dengan intensitas tinggi,,,,0,20,0
7201,,1407,20/12/2019,BANJIR,Kec. Pujud Ds. Air Hitam Ds. Ulak Kumahang Kec. Rantau Kopar Ds. Sekapas Kel. Ranto Kec. Tanah Putih Ds. Putat Kec. Pulo Tanjung Kec. Tanjung Medan Ds. Bagan Nenas Kec. Tanah Putih,ROKAN HILIR,RIAU,Dokumentasi,• hujan dengan intensitas tinggi,,,,0,246,0
7202,,1405,20/12/2019,BANJIR,Kec. Langgam Kel. Langgam Ds. Lubuk Ogung Kec. Pangkalan kerinci Ds. Rantau Baru Kec. Bonai Darussalam Ds. Kasang Padang Ds. Bonai Darussalam Ds. Sontang,PELALAWAN,RIAU,Dokumentasi,• hujan dengan intensitas tinggi,,,,0,2461,73
7203,,1306,19/12/2019,BANJIR,Kec. Tanjung Raya Nagari Tanjung Sani Nagari Buaya Jorong Sungai Ranggeh Kec. Ampek Koto Kec. Baso Kec. Palupuh,AGAM,SUMATERA BARAT,Dokumentasi,• Akibat hujan dengan intensitas tinggi disertai struktur tanah yang labil,,,,0,6,0
7204,,1310,19/12/2019,BANJIR,Kec. Sitiung Nagari Gunung Medan Kec. Pulau Punjung Nagari Tebing Tinggi,DHARMASRAYA,SUMATERA BARAT,Dokumentasi,• Akibat hujan dengan intensitas tinggi sehingga meluapnya Sungai Piruko,,,,0,23,0
7205,,1375,19/12/2019,BANJIR,Kec. Guguk Panjang Kel. Tarok Dipo Kel. Tengah Sawah Kel. Belakang Balok Kel. Bukit Cangang Kayu Remang Kel. Kubu Gulai Bancah Kel. Pulai Anak Air Kel. Puhu Pintu Kabun Kec. MKS Kec. Guguak Panjang Kec. ABTB,KOTA BUKITTINGGI,SUMATERA BARAT,Dokumentasi,• Akibat hujan dengan intensitas tinggi,,,2,0,117,0
7206,,1307,19/12/2019,BANJIR,Kec. Pangkalan Koto Baru Kec. Kapur IX Kec. Situjuah Limo Nagari Kec. Akabiluru Kec. guguak Kec. Payakumbuh Kec. Lareh sago Halaban Kec. Harau,LIMA PULUH KOTA,SUMATERA BARAT,Dokumentasi,• Karena intensitas curah hujan yang tinggi,,,,9,138,0
7207,,1308,19/12/2019,BANJIR,Kec. Panti Nagari Panti,PASAMAN,SUMATERA BARAT,Dokumentasi,• Akibat hujan dengan intensitas tinggi disertai struktur tanah yang labil,,,,0,,0
7208,,5206,18/12/2019,BANJIR,Kec. Sanggar Ds. Kore,BIMA,NUSA TENGGARA BARAT,Dokumentasi,• Akibat hujan dengan intensitas tinggi,,,,0,45,0
7209,,3201,18/12/2019,BANJIR,Kec. Tajur Halang Ds. Kali Suren Perum Bumi Pesona Indah,BOGOR,JAWA BARAT,Dokumentasi,• Akibat hujan dengan intensintas tinggi sehingga mengakibatkan Kali Kopen meluap,,,,0,37,0
7210,,1205,17/12/2019,BANJIR,Kec. Kuala Kel. Bela Rakyat Lingkungan LV Bela Rakyat Baru,LANGKAT,SUMATERA UTARA,Dokumentasi,• Akibat curah hujan yang tinggi sehingga mengakibatkan sungai Begumid meluap,,,,0,100,0
7211,,3204,17/12/2019,BANJIR,Kec. Dayeuhkolot Ds. Dayeuhkolot Kec. Bojosoang Ds. Bojongsari Ds. Bojosoang Kec. Katapang Kec. Cileunyi Kec. Baleendah,BANDUNG,JAWA BARAT,Dokumentasi,• Akibat hujan dengan intensitas tinggi,,,,0,9597,0
7212,,3216,17/12/2019,BANJIR,Kec. Setu Ds. Cikarageman,BEKASI,JAWA BARAT,Dokumentasi,• Curah hujan yang cukup tinggi diwilayah setu dan cileungsi (air kiriman) berakibat banjir,,,,0,100,0
7213,,1209,16/12/2019,BANJIR,Kec. Tinggi Raja Ds. Piasa Ulu,ASAHAN,SUMATERA UTARA,Dokumentasi,• Akibat hujan dengan intensitas tinggi,,,,0,,0
7214,,1108,16/12/2019,BANJIR,Kec. Matangkuli Kec. Pirak Timu Kec. Geurudong Pase,ACEH UTARA,ACEH,Dokumentasi,"• Intesitas Hujan yang terus meningkat melanda sebagian Kab. Aceh Utara dan Kab. Bener Meriah mengakibatkan Sungai Krueng Keruto, krueng Pirak, Krueng peto dan krueng Pase meluap",,,,0,,0
7215,,1173,16/12/2019,BANJIR,Kec. Blang Mangat Ds. Blang Buloh,KOTA LHOKSEUMAWE,ACEH,Dokumentasi,• Akibat hujan dengan intensitas tinggi,,,,0,20,0
7216,,1103,16/12/2019,BANJIR,Kec. Julok Ds. Julok Tunong Ds. Labuhan Kec. Simpang Ulim Ds. Blang Kec. Peureulak Ds. Paya Meuligo Kec. Peudawa Ds. Kuala,ACEH TIMUR,ACEH,Dokumentasi,• Akibat hujan disertai struktur tanah yang labil,,,,0,,0
7217,,3319,16/12/2019,BANJIR,Kec. Jekulo Ds. Bulung Cangkring Ds. Bulung Kulon,KUDUS,JAWA TENGAH,Dokumentasi,• Akibat hujan dengan intensitas tinggi,,,,0,20,0
7218,,6172,16/12/2019,BANJIR,Kec. Singkawang Tengah Kel. Bukit Batu Kel. Roban Ke. Condong Kec. Singkawang Barat Kel. Pasiran Kec. Singkawang Selatan Kel. Sedau,KOTA SINGKAWANG,KALIMANTAN BARAT,Dokumentasi,• Akibat tingginya curah hujan dan meluapnya laut dan sungai disertai angin kencang,,,,0,,0
7219,,1205,16/12/2019,BANJIR,Kec. Kuala Kel. Pekan Kuala Kec. Sirapit Ds. Gunung Tinggi Ds. Suka Pulung Kec. Kutambaru Ds. Kuta Gajah Ds. Rampah Ds. Namo Teras Ds. Kutambaru,LANGKAT,SUMATERA UTARA,Dokumentasi,• Akibat hujan dengan intensitas tinggi,,,,0,506,0
7220,,1901,15/12/2019,BANJIR,Kec. Mendo Barat Kel. Kece,BANGKA,KEPULAUAN BANGKA BELITUNG,Dokumentasi,• Akibat hujan dengan intensitas tinggi sehingga robohnya tanggul,,,,0,7,0
7221,,1103,15/12/2019,BANJIR,Kec. Indra Makmur Gp. Seuneubok Cina,ACEH TIMUR,ACEH,Dokumentasi,• Akibat hujan dengan intensitas ringan hingga lebat yang terjadi di kabupaten aceh timur sekitar pukul 04.00 wib,,,,0,,0
7222,,1409,14/12/2019,BANJIR,Kec. Cerenti Ds. Pulau Jambu Ds. Pulau Bayur Ds. Sikakak Ds. Teluk Puah Ds. Kampung Baru Ds. Tanjung Medan Kec. Inuman Ds. Pulau Sipan Ds. Seberang Pulau Busuk Ds. Pulau Panjang Hulu Ds. Pulau Panjang Hilir Ds. Ketaping Ds. Pulau Busuk Ds. Pulau Busuk Jaya Kec. Kuantan Hilir Ds. Pulau Kijang Ds. Pulau Madinah Ds. Kampung Tengah Ds. Kepala Pulau Ds. Banuaran Kec. Kuantan Hilir Singingi Ds. Rawang Ogung Ds. Tanjung Ds. Tanjung Pisang Ds. Pulau Beralo Ds. Lumbok Ds. Danau Ds. Pelukahan Ds. Pengalian Ds. Sungai Soiek Ds. Pulau Baru Ds. Pulau Kulur Ds. Kasang Limau,KUANTAN SINGINGI,RIAU,Dokumentasi,• hujan dengan intensitas tinggi,,,,0,1990,0
7223,,1706,14/12/2019,BANJIR,Kec. Selagan Ds. Sungai Gading,MUKOMUKO,BENGKULU,Dokumentasi,• Akibat hujan dengan intensitas tinggi,,,,25,300,0
7224,,1971,14/12/2019,BANJIR,Kec. Taman Sari Kel. Batin Tikal Kel. Rawa Bangun Kel. Gedung Nasional Kec. Rangkui Kel. Bintang Kel. Parit Lalang Kel. Keramat Kec. Gerunggang Kel. Kacang Pedang Kel. Bukit Sari,KOTA PANGKALPINANG,KEPULAUAN BANGKA BELITUNG,Dokumentasi,• Akibat hujan dengan intensitas tinggi disertai air pasang,,,,0,110,0
7225,,3201,14/12/2019,BANJIR,Kec. Tanah Sareal Kel. Kayumanis,BOGOR,JAWA BARAT,Dokumentasi,• Akibat hujan dengan intensitas deras yang terjadi diwilayah tersebut sehingga menyebabkan saluran air solokan tidak mampu menampung debit air,,,,0,1,0
7226,,1311,13/12/2019,BANJIR,Kec. Koto Parik Gadang Diateh Jorong Balun Kec. Sungai Pagu Kec. Pauh Duo Kec. Sangir Batang Hari,SOLOK SELATAN,SUMATERA BARAT,Dokumentasi,• Akibat hujan dengan intensitas tinggi,1,,,66,1697,4
7227,,1310,13/12/2019,BANJIR,Kec. Pulau Punjung Nagari Gunung Silasih Nagari 4 Koto Pulau Punjung Jorong Tabek,DHARMASRAYA,SUMATERA BARAT,Dokumentasi,• Akibat hujan dengan intensitas tinggi sehingga meluapnya sungai batang hari,,1,,0,7,0
7228,,6172,12/12/2019,BANJIR,Kec. Singkawang Barat Kel. Pasiran,KOTA SINGKAWANG,KALIMANTAN BARAT,Dokumentasi,• Akibat hujan dengan intensitas tinggi,,,,0,,0
7229,,7210,12/12/2019,BANJIR,Kec. Kulawi Ds. Bulapapu,SIGI,SULAWESI TENGAH,Dokumentasi,• Akibat hujan dengan intensitas tinggi dan meluapnya Sungai Magila,2,,,57,,0
7230,,1113,11/12/2019,BANJIR,Kec. Blangkejeren Ds. Lempuh Ds. Raklunung Kec. Pantan Cuaca Ds. Ise-ise,GAYO LUES,ACEH,Dokumentasi,• Akibat hujan dengan intensitas tinggi,,,,3,29,2
7231,,1402,11/12/2019,BANJIR,Kec. Lirik Ds. Pasir Ringgit Kec. Sei lala Ds. Batu Mandi Ds. Kelampaian Kec. Pasir Penyu Ds. Kuala Lala Ds. Teluk Sejuah Ds. Pulau Sengkilo Ds. Lembah Ds. Pasir Keranji Kec. Rakit Kulam Ds. Petonggan Kec. Peranap Kec. Batang Peranap Kec. Kelayang,INDRAGIRI HULU,RIAU,Dokumentasi,• hujan dengan intensitas tinggi,,,,0,131,0
7232,,1103,11/12/2019,BANJIR,Kec. Banda Alam Kec. Peureulak Timur Kec. Peureulak Kec. Idi Tunong,ACEH TIMUR,ACEH,Dokumentasi,• Akibat hujan dengan intensitas tinggi yang terjadi sejak pukul 08.00 hingga sekarang,,,,0,,0
7233,,1406,10/12/2019,BANJIR,Kec. Bonai Darussalam Ds. Kasang Mungkal Ds. Kasang Padang Ds. Bonai Darussalam Ds. Teluk Sono Ds. Sontang Kec. Kunto Darussalam Kel. Kota lama Kec. Tambusai Ds. Lubuk Soting,ROKAN HULU,RIAU,Dokumentasi,• hujan dengan intensitas tinggi,,,,0,182,2
7234,,1407,10/12/2019,BANJIR,Kec. Pujud Ds. Air Hitam Ds. Ulak Kumahang Kec. Rantau Kopar Ds. Sekapas Kel. Rantau Kopar Kec. Tanah Putih Ds. Putat Teluk Berembun,ROKAN HILIR,RIAU,Dokumentasi,• hujan dengan intensitas tinggi,,,,0,203,0
